,ID,Registry_Date,Birth_Year,Age,Education,Marital_Status,Country,Income,Last_Purchase,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complaint,TotalMnt,TotalDependents,TotalPurchases
48,340,2012-12-15,1970,45,Bachelor,Divorced,Germany,72967.0,1,0,1,158,35,179,0,0,125,2,7,2,8,5,0,0,1,0,0,1,0,497,1,19
49,8805,2012-12-02,1960,55,Bachelor,Single,United States,48904.0,1,0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,371,1,17
50,1241,2012-09-17,1984,31,Associate,Married,Germany,14796.0,1,1,0,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,1,0,51,1,6
51,1402,2012-09-11,1954,61,Masters,Married,Germany,66991.0,1,0,0,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,1253,0,21
52,7264,2014-05-12,1978,37,Associate,Single,South Africa,52195.0,2,2,1,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,3,4
53,1619,2014-04-28,1956,59,Bachelor,Married,Spain,90369.0,2,0,0,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,1,0,1588,0,17
54,6398,2014-03-29,1974,41,High School,Married,Spain,18393.0,2,1,0,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,1,8
55,1857,2014-03-06,1952,63,Bachelor,Single,Spain,47139.0,2,1,1,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,0,83,2,7
56,4877,2014-03-04,1973,42,Masters,Married,India,38576.0,2,0,1,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,41,1,5
57,3066,2014-02-04,1975,40,Doctorate,In a relationship,South Africa,61905.0,2,0,1,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,231,1,12
58,10286,2014-02-03,1962,53,Bachelor,Married,South Africa,83715.0,2,0,0,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,926,0,24
59,1992,2014-01-01,1964,51,Bachelor,Married,Spain,60597.0,2,0,1,522,0,257,32,16,66,4,2,2,8,7,1,0,0,0,0,1,0,893,1,16
60,4246,2013-12-12,1982,33,Masters,Single,Spain,6560.0,2,0,0,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,373,0,2
61,10623,2013-11-15,1961,54,Masters,In a relationship,Spain,48330.0,2,0,1,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,32,1,5
62,4867,2013-09-20,1968,47,Doctorate,Single,Spain,38236.0,2,1,1,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,88,2,11
63,3112,2013-09-05,1977,38,Masters,Married,Spain,22701.0,2,1,0,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,24,1,5
64,4865,2013-08-31,1974,41,Masters,Divorced,Australia,53367.0,2,1,1,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,1,0,400,2,21
65,6287,2013-07-30,1986,29,Bachelor,In a relationship,Spain,34728.0,2,1,0,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,1,0,36,1,5
66,4405,2013-07-30,1956,59,Masters,Married,Australia,63915.0,2,0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,789,2,23
67,5332,2013-07-27,1960,55,Associate,Married,India,82504.0,2,0,0,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,1066,0,17
68,1519,2013-06-22,1972,43,Doctorate,Single,Spain,38578.0,2,1,1,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,1,0,73,2,9
69,9080,2013-06-22,1972,43,Doctorate,Single,Spain,38578.0,2,1,1,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,73,2,9
70,1772,2013-01-11,1975,40,Doctorate,Married,Canada,79174.0,2,0,0,1074,37,518,193,92,129,1,5,6,7,2,1,0,0,0,1,1,0,2043,0,19
71,5341,2013-01-05,1962,53,Associate,Divorced,South Africa,81975.0,2,0,1,983,76,184,180,138,27,1,6,3,4,7,0,0,0,0,1,0,0,1588,1,14
72,5510,2012-11-21,1977,38,Masters,Married,Spain,43263.0,2,0,1,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,441,1,16
73,3887,2012-11-11,1970,45,Bachelor,Single,India,27242.0,2,1,0,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,1,0,106,1,7
74,7022,2012-09-28,1971,44,Bachelor,Married,South Africa,76445.0,2,1,0,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,1410,1,21
75,9999,2012-09-27,1965,50,Bachelor,In a relationship,Spain,75276.0,2,0,0,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,1040,0,23
76,10352,2012-09-07,1963,52,Bachelor,Widowed,South Africa,34213.0,2,1,1,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,1,0,117,2,9
77,7919,2012-08-13,1976,39,Doctorate,In a relationship,Spain,72335.0,2,0,0,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,1,0,2092,0,23
78,4114,2012-08-11,1964,51,Masters,Married,Australia,79143.0,2,0,0,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,1693,0,29
79,7990,2012-08-02,1947,68,Bachelor,Married,Canada,27469.0,2,0,0,9,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,0,17,0,4
80,9888,2014-06-25,1969,46,Bachelor,In a relationship,Spain,68695.0,3,0,0,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,1091,0,16
81,4399,2014-06-25,1969,46,Bachelor,In a relationship,Canada,68695.0,3,0,0,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,1091,0,16
82,4452,2014-05-28,1957,58,Bachelor,Single,Germany,50388.0,3,0,1,292,6,37,0,3,34,4,6,1,6,7,1,0,0,1,0,1,0,372,1,17
83,4785,2014-04-14,1970,45,Doctorate,In a relationship,South Africa,77622.0,3,0,2,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,714,2,22
84,8461,2014-03-10,1962,53,Bachelor,Divorced,Spain,46102.0,3,2,1,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,3,4
85,3878,2014-02-27,1980,35,Associate,Single,Spain,31859.0,3,1,0,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,48,1,5
86,9612,2014-02-07,1987,28,Associate,Single,Spain,23830.0,3,0,0,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,43,0,5
87,4098,2014-01-28,1973,42,Bachelor,Married,Australia,24639.0,3,1,1,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,44,2,9
88,158,2013-11-17,1945,70,Doctorate,In a relationship,Spain,71604.0,3,0,0,345,53,528,98,75,97,1,8,3,5,4,0,0,1,0,0,1,0,1196,0,17
89,3896,2013-11-07,1984,31,Bachelor,Married,Spain,27255.0,3,1,0,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,37,1,5
90,9970,2013-10-17,1977,38,Bachelor,In a relationship,Canada,55375.0,3,0,1,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,162,1,9
91,4002,2013-10-13,1960,55,Doctorate,Married,Spain,77037.0,3,0,1,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,1123,1,27
92,10914,2013-10-12,1970,45,Bachelor,Single,Spain,24163.0,3,1,1,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,17,2,6
93,7279,2013-09-30,1969,46,Doctorate,In a relationship,United States,69476.0,3,0,0,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,1044,0,15
94,10582,2013-07-03,1979,36,Bachelor,Married,Germany,72063.0,3,0,1,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,758,1,21
95,4470,2013-06-10,1962,53,Masters,Married,Spain,58646.0,3,0,1,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,140,1,8
96,6183,2013-06-10,1962,53,Masters,Married,Germany,58646.0,3,0,1,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,140,1,8
97,6379,2013-05-29,1949,66,Masters,Widowed,United States,47570.0,3,1,1,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,0,121,2,9
98,8601,2013-04-29,1980,35,Bachelor,Married,Australia,80011.0,3,0,1,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,1395,1,21
99,4827,2013-03-10,1956,59,Doctorate,Single,Spain,54998.0,3,0,1,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,1,0,455,1,20
100,6715,2013-01-02,1948,67,Doctorate,Single,Spain,60200.0,3,0,1,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,685,1,25
101,10676,2012-11-02,1982,33,Bachelor,Married,Spain,63211.0,3,0,0,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,1,0,1173,0,20
102,1041,2012-10-18,1973,42,Doctorate,Single,South Africa,48432.0,3,0,1,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,1,0,424,1,19
103,4491,2012-10-01,1949,66,Masters,Married,Spain,62845.0,3,1,1,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,0,0,1178,2,28
104,873,2012-10-01,1949,66,Masters,Married,Spain,62845.0,3,1,1,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,1,0,1178,2,28
105,1631,2012-09-03,1965,50,Doctorate,In a relationship,Germany,65220.0,3,0,0,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,1,0,1282,0,23
106,8278,2012-08-26,1990,25,Doctorate,Married,Spain,74214.0,3,0,0,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,0,16
107,6815,2014-05-23,1980,35,Associate,Married,Spain,96547.0,4,0,0,448,21,125,52,101,62,0,7,6,8,2,1,0,1,0,1,1,0,809,0,21
108,254,2014-05-17,1955,60,Bachelor,In a relationship,Spain,53863.0,4,0,1,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,0,0,473,1,18
109,1349,2014-04-21,1970,45,Bachelor,Married,India,50447.0,4,2,0,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,148,2,8
110,2534,2014-04-21,1953,62,Bachelor,Married,Australia,37716.0,4,0,1,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,188,1,10
111,2130,2014-03-23,1982,33,Bachelor,In a relationship,South Africa,45203.0,4,2,0,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,1,0,147,2,8
112,2296,2013-12-16,1975,40,Masters,Married,Spain,37368.0,4,1,0,3,2,11,2,2,10,1,1,0,2,6,0,0,1,0,0,0,0,30,1,4
113,3799,2013-11-26,1955,60,Bachelor,Married,United States,67225.0,4,0,1,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,868,1,23
114,11084,2013-11-14,1976,39,Masters,In a relationship,Canada,65104.0,4,0,1,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,1,0,1053,1,17
115,5172,2013-11-14,1976,39,Masters,In a relationship,Spain,65104.0,4,0,1,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,1053,1,17
116,9504,2013-11-06,1949,66,Masters,Married,Spain,81698.0,4,0,0,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,0,1008,0,25
117,850,2013-10-06,1968,47,Bachelor,Single,Spain,70566.0,4,0,1,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,757,1,22
118,4477,2013-09-27,1958,57,Bachelor,In a relationship,Germany,69096.0,4,0,1,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,653,1,18
119,1945,2013-09-18,1962,53,Bachelor,Married,Spain,71434.0,4,0,1,711,36,217,172,96,168,3,7,4,7,4,1,0,0,1,0,0,0,1400,1,21
120,7685,2013-09-09,1978,37,Bachelor,Married,Spain,33039.0,4,1,0,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,78,1,7
121,6310,2013-09-09,1978,37,Bachelor,Married,Canada,33039.0,4,1,0,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,78,1,7
122,10832,2013-07-18,1958,57,Bachelor,In a relationship,Spain,46610.0,4,0,0,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,467,0,14
123,3025,2013-07-08,1958,57,Bachelor,Single,Canada,49967.0,4,0,1,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,306,1,15
124,2404,2013-05-27,1976,39,Bachelor,Married,United States,53359.0,4,1,1,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,257,2,14
125,8581,2013-03-05,1971,44,Masters,Married,Spain,49505.0,4,1,1,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,751,2,29
126,8755,2013-02-20,1946,69,Masters,Married,Australia,68657.0,4,0,0,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,1196,0,18
127,10177,2013-02-14,1954,61,Bachelor,Divorced,Spain,72071.0,4,0,1,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1338,1,20
128,2429,2013-02-14,1954,61,Bachelor,Divorced,Canada,72071.0,4,0,1,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1338,1,20
129,8920,2013-01-12,1967,48,Masters,Single,India,59235.0,4,1,0,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,1128,1,28
130,8430,2012-12-24,1957,58,Bachelor,In a relationship,Australia,21994.0,4,0,1,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,22,1,4
131,8619,2012-12-24,1957,58,Bachelor,In a relationship,Spain,21994.0,4,0,1,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,22,1,4
132,8996,2012-11-19,1957,58,Doctorate,Married,Germany,55236.0,4,2,1,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,603,3,29
133,7233,2012-09-17,1972,43,Bachelor,Married,Canada,69209.0,4,0,0,496,32,849,229,48,128,2,5,3,6,4,1,0,0,0,0,0,0,1782,0,16
134,6678,2014-03-28,1989,26,Bachelor,In a relationship,India,31928.0,5,1,0,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,72,1,9
135,830,2014-02-24,1987,28,Doctorate,Single,India,74004.0,5,0,0,784,48,560,42,176,48,1,4,6,4,3,1,0,0,0,1,1,0,1658,0,15
136,6365,2013-09-02,1987,28,Associate,Married,India,30390.0,5,0,0,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,80,0,6
137,6770,2013-08-20,1985,30,Bachelor,Married,United States,21355.0,5,1,0,5,13,14,0,5,31,2,2,1,2,6,0,0,1,0,0,1,0,68,1,7
138,2261,2013-06-23,1969,46,Bachelor,Married,Germany,26304.0,5,1,0,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,16,1,4
139,1031,2013-05-05,1989,26,Associate,Married,India,85710.0,5,0,0,600,20,350,29,30,33,1,6,9,10,2,0,0,0,0,1,0,0,1062,0,26
140,10089,2013-04-05,1974,41,Bachelor,Divorced,South Africa,102692.0,5,0,0,168,148,444,32,172,148,1,6,9,13,2,1,1,0,1,1,1,0,1112,0,29
141,9256,2013-01-04,1971,44,Bachelor,Single,Spain,58350.0,5,0,1,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,1001,1,27
142,10641,2012-12-27,1978,37,Bachelor,Single,Spain,7500.0,5,1,1,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,2,10
143,624,2012-11-10,1984,31,Masters,Single,South Africa,18890.0,5,0,0,6,4,1,7,2,15,1,0,1,2,6,0,0,1,0,0,1,0,35,0,4
144,4211,2012-10-29,1986,29,High School,Married,Canada,20425.0,5,1,0,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,57,1,7
145,1407,2012-10-29,1986,29,High School,Married,Germany,20425.0,5,1,0,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,57,1,7
146,10356,2012-09-22,1957,58,Doctorate,Divorced,Spain,41437.0,5,1,1,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,2,5
147,1146,2012-09-07,1949,66,Masters,In a relationship,Australia,49912.0,5,0,1,520,8,223,32,49,42,4,10,5,7,8,0,0,1,0,0,1,0,874,1,26
148,6343,2014-03-31,1959,56,Bachelor,Married,Australia,79823.0,6,0,1,835,73,380,114,73,43,1,6,9,7,2,0,0,0,1,0,0,0,1518,1,23
149,8545,2014-03-21,1954,61,Bachelor,Divorced,Spain,85683.0,6,0,0,1296,17,311,45,69,51,1,2,4,10,1,1,1,0,1,1,1,0,1789,0,17
150,8275,2014-02-09,1965,50,Doctorate,Divorced,Spain,47025.0,6,1,1,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,20,2,4
151,10673,2013-11-17,1976,39,Doctorate,Married,South Africa,68397.0,6,0,1,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,1416,1,21
152,8799,2013-09-23,1984,31,Doctorate,Married,Spain,38175.0,6,1,0,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,153,1,11
153,67,2013-09-18,1972,43,Masters,Single,Spain,46423.0,6,1,1,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,92,2,9
154,9923,2013-09-18,1972,43,Masters,Single,Spain,46423.0,6,1,1,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,92,2,9
155,2814,2013-06-27,1976,39,Masters,In a relationship,South Africa,30560.0,6,1,0,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,31,1,5
156,2711,2013-06-27,1976,39,Masters,In a relationship,Canada,30560.0,6,1,0,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,31,1,5
157,4320,2013-03-28,1979,36,Bachelor,Single,Spain,60152.0,6,0,1,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,943,1,23
158,10451,2013-03-12,1965,50,Bachelor,In a relationship,South Africa,29672.0,6,1,1,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,25,2,4
159,4198,2013-03-12,1965,50,Bachelor,In a relationship,Spain,29672.0,6,1,1,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,25,2,4
160,10814,2013-01-16,1947,68,Bachelor,In a relationship,Spain,70321.0,6,0,0,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,1,0,1376,0,25
161,944,2013-01-08,1962,53,Bachelor,Married,Spain,56181.0,6,0,1,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,1,14
